Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt10457128/?ref_=adv_li_tt,Summer of 85,6.9,"5,539","While boating, Alexis's boat capsizes and almost drowns before being rescued by David, who ultimately ends up as his boyfriend.",François Ozon
https://www.imdb.com/title/tt10682266/?ref_=adv_li_tt,Hubie Halloween,5.2,"41,614","Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.",Steven Brill
https://www.imdb.com/title/tt8522006/?ref_=adv_li_tt,Happiest Season,6.6,"29,547","A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas.",Clea DuVall
https://www.imdb.com/title/tt9076562/?ref_=adv_li_tt,Irresistible,6.3,"14,264","A Democratic strategist helps a retired veteran run for mayor in a small, conservative Midwest town.",Jon Stewart
https://www.imdb.com/title/tt4532038/?ref_=adv_li_tt,The War with Grandpa,5.6,"16,061","Upset that he has to share the room he loves with his grandfather, Peter decides to declare war in an attempt to get it back.",Tim Hill
https://www.imdb.com/title/tt10314450/?ref_=adv_li_tt,Becky,5.9,"13,513",A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,Jonathan Milott
https://www.imdb.com/title/tt9866072/?ref_=adv_li_tt,Holidate,6.1,"50,508","Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",John Whitesell
https://www.imdb.com/title/tt13356884/?ref_=adv_li_tt,Yakuza and the Family,7.0,952,"Kenji Yamamoto's father died from using a stimulant drug. His life fell into desperation. Kenji then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi ... See full summary »",Michihito Fujii
https://www.imdb.com/title/tt7550000/?ref_=adv_li_tt,Project Power,6.0,"76,708","When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.",Henry Joost
https://www.imdb.com/title/tt9072352/?ref_=adv_li_tt,Relic,6.0,"21,255","A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.",Natalie Erika James
https://www.imdb.com/title/tt11274100/?ref_=adv_li_tt,Archenemy,5.0,"2,287","Max Fist claims to be a hero from another dimension who fell through time and space to earth, where he has no powers. No one believes his stories except for a local teen named Hamster.",Adam Egypt Mortimer
https://www.imdb.com/title/tt5498354/?ref_=adv_li_tt,Horizon Line,4.7,"6,159",A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,Mikael Marcimain
https://www.imdb.com/title/tt4823776/?ref_=adv_li_tt,The SpongeBob Movie: Sponge on the Run,6.0,"13,881","After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.",Tim Hill
https://www.imdb.com/title/tt11327514/?ref_=adv_li_tt,Uncle Frank,7.3,"16,401","In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina, for the family patriarch's funeral, they're unexpectedly joined by Frank's lover, Walid.",Alan Ball
https://www.imdb.com/title/tt11252440/?ref_=adv_li_tt,Psycho Goreman,6.3,"8,159","After unearthing a gem that controls an evil monster looking to destroy the Universe, a young girl and her brother use it to make him do their bidding.",Steven Kostanski
https://www.imdb.com/title/tt10310140/?ref_=adv_li_tt,Fatman,5.9,"18,425","A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",Eshom Nelms
https://www.imdb.com/title/tt10612922/?ref_=adv_li_tt,One Night in Miami...,7.1,"27,270","A fictional account of one incredible night where icons Muhammad Ali, Malcolm X, Sam Cooke, and Jim Brown gathered discussing their roles in the Civil Rights Movement and cultural upheaval of the 60s.",Regina King
https://www.imdb.com/title/tt3907584/?ref_=adv_li_tt,All the Bright Places,6.5,"23,741","The story of Violet and Theodore, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they discover that even the smallest places and moments can mean something.",Brett Haley
https://www.imdb.com/title/tt8461224/?ref_=adv_li_tt,The Tax Collector,4.8,"10,856","A ""tax collector"" working for a local crime lord finds his family's safety compromised when the rival of his boss shows up in L.A. and upends the business.",David Ayer
https://www.imdb.com/title/tt4411584/?ref_=adv_li_tt,The Secret: Dare to Dream,6.5,"11,044","A feature film adaptation of the self-help book, 'The Secret', which focuses on the power of positive thinking.",Andy Tennant
https://www.imdb.com/title/tt8046498/?ref_=adv_li_tt,Don't Tell a Soul,5.9,"2,680","Two thieving teenage brothers, stealing money to help their sick mom, match wits with a troubled security guard stuck at the bottom of a forgotten well.",Alex McAulay
https://www.imdb.com/title/tt6882604/?ref_=adv_li_tt,Archive,6.4,"15,197",2038: George Almore is working on a true human-equivalent AI. His latest prototype is almost ready. This sensitive phase is also the riskiest. Especially as he has a goal that must be hidden at all costs.,Gavin Rothery
https://www.imdb.com/title/tt10344522/?ref_=adv_li_tt,Four Good Days,6.5,"1,794",A mother helps her daughter work through four crucial days of recovery from substance abuse.,Rodrigo García
https://www.imdb.com/title/tt10620868/?ref_=adv_li_tt,#Alive,6.3,"29,857","The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story.",Il Cho
https://www.imdb.com/title/tt12474056/?ref_=adv_li_tt,New Order,6.4,"4,037",A lavish high-society wedding unexpectedly turns into a class struggle that leads to a violent coup.,Michel Franco
https://www.imdb.com/title/tt9794630/?ref_=adv_li_tt,The Vanished,5.7,"8,212","Story of a husband and wife that will stop at nothing to find their missing daughter, who disappeared on a family camping trip. When the police don't catch any leads, the duo take over.",Peter Facinelli
https://www.imdb.com/title/tt10514222/?ref_=adv_li_tt,Ma Rainey's Black Bottom,7.0,"44,155",Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,George C. Wolfe
https://www.imdb.com/title/tt8633462/?ref_=adv_li_tt,"Quo vadis, Aida?",7.8,"16,455","Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Jasmila Zbanic
https://www.imdb.com/title/tt10521092/?ref_=adv_li_tt,The Forgotten Battle,7.5,"1,665","1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Scheldt. Their choices differ, but their goal is the same: freedom.",Matthijs van Heijningen Jr.
https://www.imdb.com/title/tt1918734/?ref_=adv_li_tt,2067,4.9,"6,756",One man's journey to the future to save a dying world.,Seth Larney
https://www.imdb.com/title/tt11394332/?ref_=adv_li_tt,Spree,5.9,"6,271","Thirsty for a following, Kurt Kunkle is a rideshare driver who has figured out a deadly plan to go viral.",Eugene Kotlyarenko
https://www.imdb.com/title/tt7026488/?ref_=adv_li_tt,Come True,5.9,"5,264",A teenage runaway takes part in a sleep study that becomes a nightmarish descent into the depths of her mind and a frightening examination of the power of dreams.,Anthony Scott Burns
https://www.imdb.com/title/tt6199572/?ref_=adv_li_tt,Capone,4.7,"17,674","The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",Josh Trank
https://www.imdb.com/title/tt9779516/?ref_=adv_li_tt,I Still Believe,6.5,"9,628",The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,Andrew Erwin
https://www.imdb.com/title/tt10303430/?ref_=adv_li_tt,Sightless,5.5,"6,350","After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",Cooper Karl
https://www.imdb.com/title/tt8242084/?ref_=adv_li_tt,My Spy,6.4,"25,940","A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",Peter Segal
https://www.imdb.com/title/tt8045906/?ref_=adv_li_tt,Words on Bathroom Walls,7.2,"5,737","Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to not be defined by his condition.",Thor Freudenthal
https://www.imdb.com/title/tt6222118/?ref_=adv_li_tt,The Doorman,4.5,"4,412","A woman returns from combat and befriends a family in NYC. A gang of thieves plot to take the family's valuables, and she is all that stands between them and their lives.",Ryûhei Kitamura
https://www.imdb.com/title/tt8846176/?ref_=adv_li_tt,Concrete Cowboy,6.3,"6,770","Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",Ricky Staub
https://www.imdb.com/title/tt3089630/?ref_=adv_li_tt,Artemis Fowl,4.2,"24,812","Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",Kenneth Branagh
https://www.imdb.com/title/tt3111426/?ref_=adv_li_tt,Lost Girls,6.1,"18,671","When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",Liz Garbus
https://www.imdb.com/title/tt10189514/?ref_=adv_li_tt,Soorarai Pottru,9.1,"84,712","Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",Sudha Kongara
https://www.imdb.com/title/tt8544498/?ref_=adv_li_tt,The Way Back,6.7,"37,691","Jack Cunningham was a high school basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption.",Gavin O'Connor
https://www.imdb.com/title/tt8884906/?ref_=adv_li_tt,Monday,6.2,"2,528","A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",Argyris Papadimitropoulos
https://www.imdb.com/title/tt11617052/?ref_=adv_li_tt,Undine,6.5,"4,396","Undine works as a historian lecturing on Berlin's urban development. But when the man she loves leaves her, the ancient myth catches up with her. Undine has to kill the man who betrays her and return to the water.",Christian Petzold
https://www.imdb.com/title/tt3612126/?ref_=adv_li_tt,The Grudge,4.3,"21,967",A house is cursed by a vengeful ghost that dooms those who enter it with a violent death.,Nicolas Pesce
https://www.imdb.com/title/tt8430598/?ref_=adv_li_tt,Shirley,6.1,"9,560",A famous horror writer finds inspiration for her next book after she and her husband take in a young couple.,Josephine Decker
https://www.imdb.com/title/tt0920462/?ref_=adv_li_tt,Lost Girls and Love Hotels,4.6,"3,442","Haunted by her past, an English teacher explores love and dust with a dashing yakuza gangster in Tokyo.",William Olsson
https://www.imdb.com/title/tt7488208/?ref_=adv_li_tt,Over the Moon,6.4,"18,159","In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",Glen Keane
